gene_id	gene_biotype	gene_name
ENSMUSG00000099651	lincRNA	Gm29078
ENSMUSG00000099390	lincRNA	Gm29225
ENSMUSG00000100422	lincRNA	Gm29226
ENSMUSG00000095793	protein_coding	Gm20855
ENSMUSG00000101626	lincRNA	Gm29386
ENSMUSG00000101091	lincRNA	Gm29384
ENSMUSG00000099799	lincRNA	Gm28260
ENSMUSG00000101632	lincRNA	Gm28264
ENSMUSG00000099963	lincRNA	Gm28463
ENSMUSG00000101127	lincRNA	Gm28585
ENSMUSG00000096650	protein_coding	Gm20896
ENSMUSG00000102058	lincRNA	Gm28470
ENSMUSG00000100034	lincRNA	Gm28469
ENSMUSG00000099822	lincRNA	Gm28332
ENSMUSG00000101781	lincRNA	Gm28333
ENSMUSG00000101377	lincRNA	Gm28336
ENSMUSG00000099814	lincRNA	Gm28338
ENSMUSG00000101284	lincRNA	Gm28811
ENSMUSG00000100651	lincRNA	Gm28810
ENSMUSG00000101933	protein_coding	Gm20835
ENSMUSG00000100647	lincRNA	Gm29027
ENSMUSG00000101815	lincRNA	Gm29028
ENSMUSG00000101820	lincRNA	Gm29023
ENSMUSG00000099832	lincRNA	Gm29025
ENSMUSG00000099967	lincRNA	Gm28212
ENSMUSG00000101157	protein_coding	Gm20905
ENSMUSG00000101879	lincRNA	Gm28820
ENSMUSG00000099601	lincRNA	Gm29671
ENSMUSG00000094575	protein_coding	Gm20738
ENSMUSG00000100952	lincRNA	Gm28545
ENSMUSG00000099730	lincRNA	Gm28547
ENSMUSG00000099807	lincRNA	Gm28771
ENSMUSG00000101435	lincRNA	Gm28772
ENSMUSG00000100892	protein_coding	Gm20897
ENSMUSG00000101050	lincRNA	Gm28774
ENSMUSG00000096379	protein_coding	Gm21732
ENSMUSG00000099793	lincRNA	Gm28775
ENSMUSG00000101771	lincRNA	Gm28176
ENSMUSG00000100719	lincRNA	Gm28786
ENSMUSG00000101740	lincRNA	Gm29360
ENSMUSG00000100588	lincRNA	Gm29497
ENSMUSG00000101040	lincRNA	Gm29498
ENSMUSG00000101272	lincRNA	Gm36782
ENSMUSG00000101633	lincRNA	Gm29839
ENSMUSG00000099723	lincRNA	Gm28595
ENSMUSG00000093895	protein_coding	Gm21865
ENSMUSG00000100043	lincRNA	Gm29433
ENSMUSG00000099786	lincRNA	Gm29215
ENSMUSG00000094354	protein_coding	Gm21882
ENSMUSG00000095725	lincRNA	Gm21801
ENSMUSG00000100900	lincRNA	Gm28850
ENSMUSG00000095433	lincRNA	Gm21914
ENSMUSG00000100508	lincRNA	Gm28617
ENSMUSG00000101090	lincRNA	Gm28619
ENSMUSG00000096533	protein_coding	Gm21852
ENSMUSG00000099379	lincRNA	Gm28993
ENSMUSG00000100070	lincRNA	Gm28994
ENSMUSG00000096885	protein_coding	Gm21797
ENSMUSG00000095452	protein_coding	Gm20795
ENSMUSG00000099628	lincRNA	Gm28427
ENSMUSG00000096120	protein_coding	Gm21800
ENSMUSG00000099897	lincRNA	Gm28426
ENSMUSG00000099785	lincRNA	Gm28425
ENSMUSG00000101536	lincRNA	Gm28834
ENSMUSG00000099780	lincRNA	Gm29537
ENSMUSG00000099849	lincRNA	Gm29274
ENSMUSG00000100822	lincRNA	Gm29275
ENSMUSG00000101471	protein_coding	Gm29276
ENSMUSG00000099700	lincRNA	Gm29645
ENSMUSG00000101811	lincRNA	Gm28312
ENSMUSG00000101247	lincRNA	Gm29042
ENSMUSG00000099408	lincRNA	Gm28311
ENSMUSG00000101207	lincRNA	Gm28310
ENSMUSG00000100051	lincRNA	Gm28568
ENSMUSG00000099977	lincRNA	Gm29286
ENSMUSG00000099415	lincRNA	Gm29285
ENSMUSG00000100953	lincRNA	Gm28280
ENSMUSG00000100693	lincRNA	Gm28278
ENSMUSG00000099638	lincRNA	Gm28279
ENSMUSG00000094181	protein_coding	Gm21739
ENSMUSG00000102081	lincRNA	Gm28886
ENSMUSG00000102031	lincRNA	Gm29426
ENSMUSG00000102116	lincRNA	Gm28887
ENSMUSG00000101649	lincRNA	Gm29444
ENSMUSG00000095353	protein_coding	Gm21783
ENSMUSG00000101802	lincRNA	Gm29445
ENSMUSG00000099790	lincRNA	Gm28457
ENSMUSG00000100011	lincRNA	Gm28458
ENSMUSG00000101675	lincRNA	Gm28461
ENSMUSG00000100499	lincRNA	Gm28460
ENSMUSG00000100256	lincRNA	Gm28851
ENSMUSG00000101003	lincRNA	Gm28456
ENSMUSG00000100628	lincRNA	Gm29648
ENSMUSG00000100003	lincRNA	Gm29646
ENSMUSG00000099462	lincRNA	Gm28549
ENSMUSG00000101138	lincRNA	Gm29210
ENSMUSG00000100871	lincRNA	Gm29213
ENSMUSG00000100716	lincRNA	Gm28550
ENSMUSG00000100325	lincRNA	Gm28604
ENSMUSG00000099789	lincRNA	Gm28565
ENSMUSG00000099593	lincRNA	Gm28566
ENSMUSG00000101109	lincRNA	Gm28697
ENSMUSG00000101541	lincRNA	Gm28554
ENSMUSG00000094782	protein_coding	Gm21256
ENSMUSG00000100852	lincRNA	Gm29056
ENSMUSG00000099532	lincRNA	Gm29098
ENSMUSG00000094170	protein_coding	Gm21170
ENSMUSG00000102054	lincRNA	Gm29373
ENSMUSG00000101131	lincRNA	Gm29370
ENSMUSG00000099674	lincRNA	Gm29166
ENSMUSG00000101069	lincRNA	Gm28194
ENSMUSG00000101653	protein_coding	Gm20792
ENSMUSG00000100423	lincRNA	Gm28754
ENSMUSG00000100023	lincRNA	Gm28753
ENSMUSG00000099903	lincRNA	Gm29070
ENSMUSG00000100972	protein_coding	Gm28553
ENSMUSG00000100938	lincRNA	Gm28726
ENSMUSG00000100970	lincRNA	Gm29270
ENSMUSG00000101204	lincRNA	Gm29271
ENSMUSG00000095979	protein_coding	Gm21209
ENSMUSG00000100206	lincRNA	Gm28681
ENSMUSG00000100765	lincRNA	Gm28684
ENSMUSG00000100914	lincRNA	Gm28679
ENSMUSG00000100338	protein_coding	Gm28870
ENSMUSG00000099666	lincRNA	Gm29511
ENSMUSG00000100118	lincRNA	Gm29117
ENSMUSG00000102122	protein_coding	Gm20883
ENSMUSG00000100388	lincRNA	Gm29116
ENSMUSG00000100915	lincRNA	Gm29321
ENSMUSG00000096769	protein_coding	Gm21117
ENSMUSG00000099985	lincRNA	Gm28317
ENSMUSG00000099916	lincRNA	Gm28318
ENSMUSG00000099613	lincRNA	Gm28313
ENSMUSG00000101222	lincRNA	Gm28315
ENSMUSG00000100787	lincRNA	Gm28316
ENSMUSG00000101002	lincRNA	Gm28944
ENSMUSG00000100820	lincRNA	Gm28945
ENSMUSG00000100232	lincRNA	Gm28947
ENSMUSG00000100485	protein_coding	Gm20920
ENSMUSG00000100461	lincRNA	Gm28948
ENSMUSG00000100248	lincRNA	Gm28950
ENSMUSG00000099559	lincRNA	Gm29063
ENSMUSG00000099494	lincRNA	Gm28197
ENSMUSG00000102022	lincRNA	Gm28735
ENSMUSG00000095606	protein_coding	Gm21258
ENSMUSG00000099506	lincRNA	Gm28732
ENSMUSG00000100584	lincRNA	Gm28733
ENSMUSG00000101570	lincRNA	Gm28233
ENSMUSG00000101885	lincRNA	Gm28235
ENSMUSG00000099654	lincRNA	Gm28236
ENSMUSG00000094729	protein_coding	Gm20747
ENSMUSG00000100332	lincRNA	Gm29250
ENSMUSG00000101547	lincRNA	Gm29252
ENSMUSG00000100401	lincRNA	Gm29248
ENSMUSG00000100778	lincRNA	Gm28908
ENSMUSG00000100045	protein_coding	Gm20929
ENSMUSG00000101566	lincRNA	Gm28276
ENSMUSG00000101190	lincRNA	Gm28274
ENSMUSG00000100227	lincRNA	Gm28291
ENSMUSG00000099456	lincRNA	Gm28293
ENSMUSG00000100089	lincRNA	Gm29305
ENSMUSG00000101542	lincRNA	Gm29303
ENSMUSG00000100424	lincRNA	Gm29557
ENSMUSG00000101422	lincRNA	Gm29301
ENSMUSG00000094570	protein_coding	Gm20931
ENSMUSG00000101967	lincRNA	Gm29555
ENSMUSG00000101723	lincRNA	Gm28355
ENSMUSG00000099442	lincRNA	Gm28352
ENSMUSG00000095135	protein_coding	Gm21858
ENSMUSG00000101580	lincRNA	Gm28201
ENSMUSG00000100054	lincRNA	Gm28202
ENSMUSG00000100242	lincRNA	Gm28206
ENSMUSG00000100167	lincRNA	Gm28207
ENSMUSG00000100144	lincRNA	Gm28208
ENSMUSG00000101021	lincRNA	Gm29222
ENSMUSG00000099485	lincRNA	Gm29221
ENSMUSG00000099548	lincRNA	Gm29220
ENSMUSG00000101150	lincRNA	Gm29405
ENSMUSG00000099595	lincRNA	Gm29406
ENSMUSG00000100073	lincRNA	Gm29404
ENSMUSG00000101782	lincRNA	Gm28964
ENSMUSG00000101155	protein_coding	Sly
ENSMUSG00000100578	lincRNA	Gm28709
ENSMUSG00000101245	lincRNA	Gm28965
ENSMUSG00000096122	protein_coding	Gm21943
ENSMUSG00000101943	lincRNA	Gm28532
ENSMUSG00000099388	lincRNA	Gm28966
ENSMUSG00000101399	protein_coding	Gm28961
ENSMUSG00000101350	lincRNA	Gm28962
ENSMUSG00000100614	lincRNA	Gm28963
ENSMUSG00000100501	lincRNA	Gm29466
ENSMUSG00000100083	lincRNA	Gm29467
ENSMUSG00000100076	lincRNA	Gm20963
ENSMUSG00000101100	lincRNA	Gm28326
ENSMUSG00000101744	lincRNA	Gm28325
ENSMUSG00000101317	lincRNA	Gm28284
ENSMUSG00000101244	lincRNA	Gm29368
ENSMUSG00000096626	protein_coding	Gm21861
ENSMUSG00000100085	lincRNA	Gm21413
ENSMUSG00000101424	lincRNA	Gm28073
ENSMUSG00000100264	lincRNA	Gm21419
ENSMUSG00000100715	lincRNA	Gm28074
ENSMUSG00000100582	lincRNA	Gm21428
ENSMUSG00000101531	lincRNA	Gm29672
ENSMUSG00000100425	lincRNA	Gm29131
ENSMUSG00000101300	lincRNA	Gm29130
ENSMUSG00000101426	lincRNA	Gm20978
ENSMUSG00000101891	lincRNA	Gm29132
ENSMUSG00000100238	lincRNA	Gm21450
ENSMUSG00000099866	lincRNA	Gm28889
ENSMUSG00000101110	lincRNA	Gm28890
ENSMUSG00000095141	protein_coding	Gm28891
ENSMUSG00000101910	lincRNA	Gm28691
ENSMUSG00000100579	lincRNA	Gm28692
ENSMUSG00000100057	lincRNA	Gm28690
ENSMUSG00000101592	lincRNA	Gm28689
ENSMUSG00000100609	lincRNA	Gm28687
ENSMUSG00000101993	lincRNA	Gm20987
ENSMUSG00000100667	protein_coding	1700040F15Rik
ENSMUSG00000100012	lincRNA	Gm29207
ENSMUSG00000099836	lincRNA	Gm29204
ENSMUSG00000099865	lincRNA	Gm29206
ENSMUSG00000101353	lincRNA	Gm29203
ENSMUSG00000100726	protein_coding	Gm21497
ENSMUSG00000100606	lincRNA	Gm29612
ENSMUSG00000101170	lincRNA	Gm29343
ENSMUSG00000099355	lincRNA	Gm29342
ENSMUSG00000101285	lincRNA	Gm28600
ENSMUSG00000094821	protein_coding	Gm21518
ENSMUSG00000093950	protein_coding	Gm20823
ENSMUSG00000101614	lincRNA	Gm29547
ENSMUSG00000101182	lincRNA	Gm29209
ENSMUSG00000101668	lincRNA	Gm29549
ENSMUSG00000099699	lincRNA	Gm29421
ENSMUSG00000100856	protein_coding	Gm21627
ENSMUSG00000101119	lincRNA	Gm29060
ENSMUSG00000099520	lincRNA	Gm29061
ENSMUSG00000101125	lincRNA	Gm29625
ENSMUSG00000100452	lincRNA	Gm29628
ENSMUSG00000100329	lincRNA	Gm29622
ENSMUSG00000099940	lincRNA	Gm29265
ENSMUSG00000101766	protein_coding	Gm20908
ENSMUSG00000101539	lincRNA	Gm28252
ENSMUSG00000101569	lincRNA	Gm28254
ENSMUSG00000095785	protein_coding	Gm20924
ENSMUSG00000101507	lincRNA	Gm29457
ENSMUSG00000093993	protein_coding	Gm20736
ENSMUSG00000100333	lincRNA	Gm28561
ENSMUSG00000100126	lincRNA	Gm29584
ENSMUSG00000099778	lincRNA	Gm28134
ENSMUSG00000101512	lincRNA	Gm28135
ENSMUSG00000101256	lincRNA	Gm28133
ENSMUSG00000101758	lincRNA	Gm28137
ENSMUSG00000099395	lincRNA	Gm28138
ENSMUSG00000100607	lincRNA	Gm29379
ENSMUSG00000099829	lincRNA	Gm29380
ENSMUSG00000101278	lincRNA	Gm29381
ENSMUSG00000096666	protein_coding	Gm20852
ENSMUSG00000100373	lincRNA	Gm29003
ENSMUSG00000095302	protein_coding	Ssty2
ENSMUSG00000100809	lincRNA	Gm28612
ENSMUSG00000099962	lincRNA	Gm28613
ENSMUSG00000101313	lincRNA	Gm29219
ENSMUSG00000100478	lincRNA	Gm29632
ENSMUSG00000099716	lincRNA	Gm29082
ENSMUSG00000101794	lincRNA	Gm29217
ENSMUSG00000101529	lincRNA	Gm29636
ENSMUSG00000099501	lincRNA	Gm29662
ENSMUSG00000099991	lincRNA	Gm29660
ENSMUSG00000096016	protein_coding	Gm20937
ENSMUSG00000101861	lincRNA	Gm29450
ENSMUSG00000101598	lincRNA	Gm29449
ENSMUSG00000095634	protein_coding	Gm20816
ENSMUSG00000100885	lincRNA	Gm29446
ENSMUSG00000100032	protein_coding	Gm20817
ENSMUSG00000101080	lincRNA	Gm28633
ENSMUSG00000102119	lincRNA	Gm28462
ENSMUSG00000102005	lincRNA	Gm29409
ENSMUSG00000101491	lincRNA	Gm28632
ENSMUSG00000102388	protein_coding	Gm33815
ENSMUSG00000100971	lincRNA	Gm28824
ENSMUSG00000099555	lincRNA	Gm28081
ENSMUSG00000099550	protein_coding	Gm28079
ENSMUSG00000100278	lincRNA	Gm28082
ENSMUSG00000099530	protein_coding	Gm29644
ENSMUSG00000094052	protein_coding	Gm21118
ENSMUSG00000101725	protein_coding	Gm29423
ENSMUSG00000101440	lincRNA	Gm29425
ENSMUSG00000094616	protein_coding	Gm20888
ENSMUSG00000100653	lincRNA	Gm28238
ENSMUSG00000101706	lincRNA	Gm28431
ENSMUSG00000101627	lincRNA	Gm28432
ENSMUSG00000099704	lincRNA	Gm28842
ENSMUSG00000101893	lincRNA	Gm28839
ENSMUSG00000101713	lincRNA	Gm28668
ENSMUSG00000099531	protein_coding	Gm20869
ENSMUSG00000101134	lincRNA	Gm28482
ENSMUSG00000100537	lincRNA	Gm28485
ENSMUSG00000100535	protein_coding	Gm20870
ENSMUSG00000096902	protein_coding	Gm20843
ENSMUSG00000100694	lincRNA	Gm29182
ENSMUSG00000101425	lincRNA	Gm29255
ENSMUSG00000099782	protein_coding	Gm20903
ENSMUSG00000099554	lincRNA	Gm28259
ENSMUSG00000101774	lincRNA	Gm29616
ENSMUSG00000100805	lincRNA	Gm29108
ENSMUSG00000101528	protein_coding	Gm29110
ENSMUSG00000094507	protein_coding	Gm21913
ENSMUSG00000100115	lincRNA	Gm28174
ENSMUSG00000101218	lincRNA	Gm29416
ENSMUSG00000100140	lincRNA	Gm28789
ENSMUSG00000101146	protein_coding	Gm20814
ENSMUSG00000099896	lincRNA	Gm29278
ENSMUSG00000100544	lincRNA	Gm28606
ENSMUSG00000100902	protein_coding	Gm20850
ENSMUSG00000094404	protein_coding	Gm21776
ENSMUSG00000100708	protein_coding	Gm21173
ENSMUSG00000099526	lincRNA	Gm29313
ENSMUSG00000101960	lincRNA	Gm29311
ENSMUSG00000100526	lincRNA	Gm29309
ENSMUSG00000101785	lincRNA	Gm28702
ENSMUSG00000100149	lincRNA	Gm28701
ENSMUSG00000100823	lincRNA	Gm28704
ENSMUSG00000099416	lincRNA	Gm28540
ENSMUSG00000094647	protein_coding	Gm21650
ENSMUSG00000099646	lincRNA	Gm28541
ENSMUSG00000100063	lincRNA	Gm28538
ENSMUSG00000100722	lincRNA	Gm29569
ENSMUSG00000096898	protein_coding	Gm20867
ENSMUSG00000100366	lincRNA	Gm29568
ENSMUSG00000102111	lincRNA	Gm29566
ENSMUSG00000101060	lincRNA	Gm29565
ENSMUSG00000099792	protein_coding	Gm29564
ENSMUSG00000099479	lincRNA	Gm29146
ENSMUSG00000101115	lincRNA	Gm28664
ENSMUSG00000100849	lincRNA	Gm28663
ENSMUSG00000101321	lincRNA	Gm28817
ENSMUSG00000100328	lincRNA	Gm28816
ENSMUSG00000094739	protein_coding	Gm20806
ENSMUSG00000101804	lincRNA	Gm28813
ENSMUSG00000095867	protein_coding	Gm20917
ENSMUSG00000100784	lincRNA	Gm28421
ENSMUSG00000099636	lincRNA	Gm28422
ENSMUSG00000094746	protein_coding	Gm20916
ENSMUSG00000102016	lincRNA	Gm29606
ENSMUSG00000101465	lincRNA	Gm29190
ENSMUSG00000095578	protein_coding	Gm21760
ENSMUSG00000101981	lincRNA	Gm28157
ENSMUSG00000100286	lincRNA	Gm28696
ENSMUSG00000100925	lincRNA	Gm28898
ENSMUSG00000099740	protein_coding	Gm28897
ENSMUSG00000100187	lincRNA	Gm29324
ENSMUSG00000099894	protein_coding	Gm20911
ENSMUSG00000101962	lincRNA	Gm28741
ENSMUSG00000100879	lincRNA	Gm28743
ENSMUSG00000099480	lincRNA	Gm28124
ENSMUSG00000100298	lincRNA	Gm28126
ENSMUSG00000101286	protein_coding	Gm21317
ENSMUSG00000101907	lincRNA	Gm29472
ENSMUSG00000100035	lincRNA	Gm29473
ENSMUSG00000101329	lincRNA	Gm28226
ENSMUSG00000100532	lincRNA	Gm28225
ENSMUSG00000099925	protein_coding	Gm28827
ENSMUSG00000101508	lincRNA	Gm28832
ENSMUSG00000100407	lincRNA	Gm28472
ENSMUSG00000095153	protein_coding	Gm21095
ENSMUSG00000100531	lincRNA	Gm28475
ENSMUSG00000094660	protein_coding	Gm21394
ENSMUSG00000101160	lincRNA	Gm29338
ENSMUSG00000099840	protein_coding	Gm21409
ENSMUSG00000101405	lincRNA	Gm28758
ENSMUSG00000099633	lincRNA	Gm29071
ENSMUSG00000099642	lincRNA	Gm28348
ENSMUSG00000102127	lincRNA	Gm28972
ENSMUSG00000099362	lincRNA	Gm28970
ENSMUSG00000099921	lincRNA	Gm28971
ENSMUSG00000095650	protein_coding	Gm20854
ENSMUSG00000101989	lincRNA	Gm28346
ENSMUSG00000100288	lincRNA	Gm28345
ENSMUSG00000099341	lincRNA	Gm29090
ENSMUSG00000101282	lincRNA	Gm28152
ENSMUSG00000102061	lincRNA	Gm28823
ENSMUSG00000101961	lincRNA	Gm28220
ENSMUSG00000100240	protein_coding	Gm20820
ENSMUSG00000099824	lincRNA	Gm28218
ENSMUSG00000100817	lincRNA	Gm29302
ENSMUSG00000102110	lincRNA	Gm28440
ENSMUSG00000100350	lincRNA	Gm29091
ENSMUSG00000100887	lincRNA	Gm29297
ENSMUSG00000099496	lincRNA	Gm28365
ENSMUSG00000094399	protein_coding	Gm21477
ENSMUSG00000100243	lincRNA	Gm28367
ENSMUSG00000099856	protein_coding	Gm20906
ENSMUSG00000101866	lincRNA	Gm28109
ENSMUSG00000101931	lincRNA	Gm28108
ENSMUSG00000100352	lincRNA	Gm28104
ENSMUSG00000100682	lincRNA	Gm28103
ENSMUSG00000101915	protein_coding	Gm28102
ENSMUSG00000101770	lincRNA	Gm28718
ENSMUSG00000099643	lincRNA	Gm29162
ENSMUSG00000100930	lincRNA	Gm28866
ENSMUSG00000100440	lincRNA	Gm28405
ENSMUSG00000099649	lincRNA	Gm28406
ENSMUSG00000101984	lincRNA	Gm29436
ENSMUSG00000099436	lincRNA	Gm28977
ENSMUSG00000100067	lincRNA	Gm28407
ENSMUSG00000101694	lincRNA	Gm29392
ENSMUSG00000101533	lincRNA	Gm29393
ENSMUSG00000102045	protein_coding	Gm21294
ENSMUSG00000100492	lincRNA	Gm28672
ENSMUSG00000099982	lincRNA	Gm28670
ENSMUSG00000101402	lincRNA	Gm28673
ENSMUSG00000100574	lincRNA	Gm28674
ENSMUSG00000100608	protein_coding	Gm21996
ENSMUSG00000102011	lincRNA	Gm28930
ENSMUSG00000100533	lincRNA	Gm29504
ENSMUSG00000096178	protein_coding	Gm20837
ENSMUSG00000099619	lincRNA	Gm28300
ENSMUSG00000099399	lincRNA	Gm28301
ENSMUSG00000095366	protein_coding	Gm21860
ENSMUSG00000096768	protein_coding	Gm47283
ENSMUSG00000096850	protein_coding	Gm21748
ENSMUSG00000091539	protein_coding	Vmn1r238
ENSMUSG00000063889	protein_coding	Crem
ENSMUSG00000097746	lincRNA	Gm6225
ENSMUSG00000024231	protein_coding	Cul2
ENSMUSG00000096528	protein_coding	G430049J08Rik
ENSMUSG00000024232	protein_coding	Bambi
ENSMUSG00000024233	protein_coding	Lyzl1
ENSMUSG00000024235	protein_coding	Map3k8
ENSMUSG00000097641	lincRNA	Gm26865
ENSMUSG00000024234	protein_coding	Mtpap
ENSMUSG00000033960	protein_coding	Jcad
ENSMUSG00000097043	lincRNA	Gm10556
ENSMUSG00000024236	protein_coding	Svil
ENSMUSG00000097888	lincRNA	Gm26682
ENSMUSG00000050945	protein_coding	Zfp438
ENSMUSG00000024238	protein_coding	Zeb1
ENSMUSG00000041225	protein_coding	Arhgap12
ENSMUSG00000006740	protein_coding	Kif5b
ENSMUSG00000091165	antisense	Gm17036
ENSMUSG00000073640	protein_coding	Rpl27-ps3
ENSMUSG00000024240	protein_coding	Epc1
ENSMUSG00000101320	antisense	Gm28529
ENSMUSG00000039540	protein_coding	4921524L21Rik
ENSMUSG00000073639	protein_coding	Rab18
ENSMUSG00000061013	protein_coding	Mkx
ENSMUSG00000061802	protein_coding	Armc4
ENSMUSG00000057440	protein_coding	Mpp7
ENSMUSG00000024283	protein_coding	Wac
ENSMUSG00000092097	protein_coding	Gm5819
ENSMUSG00000036904	protein_coding	Fzd8
ENSMUSG00000036855	protein_coding	Gjd4
ENSMUSG00000024286	protein_coding	Ccny
ENSMUSG00000050996	protein_coding	Cetn1
ENSMUSG00000036103	protein_coding	Colec12
ENSMUSG00000091285	protein_coding	Gm17430
ENSMUSG00000024287	protein_coding	Thoc1
ENSMUSG00000047879	protein_coding	Usp14
ENSMUSG00000024290	protein_coding	Rock1
ENSMUSG00000042942	protein_coding	Greb1l
ENSMUSG00000024293	protein_coding	Esco1
ENSMUSG00000002477	protein_coding	Snrpd1
ENSMUSG00000002475	protein_coding	Abhd3
ENSMUSG00000097387	lincRNA	4930563E18Rik
ENSMUSG00000024294	protein_coding	Mib1
ENSMUSG00000095438	antisense	Mir133a-1hg
ENSMUSG00000097222	lincRNA	1010001N08Rik
ENSMUSG00000005836	protein_coding	Gata6
ENSMUSG00000041238	protein_coding	Rbbp8
ENSMUSG00000097440	antisense	Gm6277
ENSMUSG00000040957	protein_coding	Cables1
ENSMUSG00000049411	protein_coding	Tmem241
ENSMUSG00000024404	protein_coding	Riok3
ENSMUSG00000024410	protein_coding	3110002H16Rik
ENSMUSG00000024413	protein_coding	Npc1
ENSMUSG00000086935	antisense	Gm15956
ENSMUSG00000057766	protein_coding	Ankrd29
ENSMUSG00000024421	protein_coding	Lama3
ENSMUSG00000101406	antisense	Gm29200
ENSMUSG00000024424	protein_coding	Ttc39c
ENSMUSG00000024430	protein_coding	Cabyr
ENSMUSG00000044252	protein_coding	Osbpl1a
ENSMUSG00000024423	protein_coding	Impact
ENSMUSG00000037346	protein_coding	Hrh4
ENSMUSG00000024420	protein_coding	Zfp521
ENSMUSG00000055795	protein_coding	Gm5160
ENSMUSG00000037013	protein_coding	Ss18
ENSMUSG00000036743	protein_coding	Psma8
ENSMUSG00000054321	protein_coding	Taf4b
ENSMUSG00000036225	protein_coding	Kctd1
ENSMUSG00000024411	protein_coding	Aqp4
ENSMUSG00000047161	protein_coding	Chst9
ENSMUSG00000058064	protein_coding	Gm10036
ENSMUSG00000024304	protein_coding	Cdh2
ENSMUSG00000085575	antisense	Gm15485
ENSMUSG00000086095	lincRNA	Gm15328
ENSMUSG00000087170	lincRNA	1700001G01Rik
ENSMUSG00000059898	protein_coding	Dsc3
ENSMUSG00000024331	protein_coding	Dsc2
ENSMUSG00000044322	protein_coding	Dsc1
ENSMUSG00000034774	protein_coding	Dsg1c
ENSMUSG00000069441	protein_coding	Dsg1a
ENSMUSG00000061928	protein_coding	Dsg1b
ENSMUSG00000001804	protein_coding	Dsg4
ENSMUSG00000056632	protein_coding	Dsg3
ENSMUSG00000044393	protein_coding	Dsg2
ENSMUSG00000085595	antisense	Gm16090
ENSMUSG00000061808	protein_coding	Ttr
ENSMUSG00000091449	protein_coding	Gm10269
ENSMUSG00000056124	protein_coding	B4galt6
ENSMUSG00000033382	protein_coding	Trappc8
ENSMUSG00000033107	protein_coding	Rnf125
ENSMUSG00000024317	protein_coding	Rnf138
ENSMUSG00000024313	protein_coding	Mep1b
ENSMUSG00000042680	protein_coding	Garem1
ENSMUSG00000042514	protein_coding	Klhl14
ENSMUSG00000043168	antisense	4930426D05Rik
ENSMUSG00000024306	protein_coding	Ccdc178
ENSMUSG00000045215	protein_coding	Asxl3
ENSMUSG00000041923	protein_coding	Nol4
ENSMUSG00000024302	protein_coding	Dtna
ENSMUSG00000114088	antisense	Gm47898
ENSMUSG00000086287	antisense	Gm15972
ENSMUSG00000024277	protein_coding	Mapre2
ENSMUSG00000024276	protein_coding	Zfp397
ENSMUSG00000063281	protein_coding	Zfp35
ENSMUSG00000051469	protein_coding	Zfp24
ENSMUSG00000047989	protein_coding	Ino80c
ENSMUSG00000000420	protein_coding	Galnt1
ENSMUSG00000024273	protein_coding	2700062C07Rik
ENSMUSG00000040446	protein_coding	Rprd1a
ENSMUSG00000024270	protein_coding	Slc39a6
ENSMUSG00000024271	protein_coding	Elp2
ENSMUSG00000039616	protein_coding	Mocos
ENSMUSG00000054745	protein_coding	Gm9955
ENSMUSG00000034295	protein_coding	Fhod3
ENSMUSG00000024269	protein_coding	Tpgs2
ENSMUSG00000033632	protein_coding	AW554918
ENSMUSG00000024268	protein_coding	Celf4
ENSMUSG00000114306	antisense	Gm3227
ENSMUSG00000114511	antisense	0710001A04Rik
ENSMUSG00000033628	protein_coding	Pik3c3
ENSMUSG00000057455	protein_coding	Rit2
ENSMUSG00000024261	protein_coding	Syt4
ENSMUSG00000096934	lincRNA	Gm26658
ENSMUSG00000024259	protein_coding	Slc25a46
ENSMUSG00000092124	protein_coding	B930094E09Rik
ENSMUSG00000024260	protein_coding	Sap130
ENSMUSG00000041915	protein_coding	Ammecr1l
ENSMUSG00000097748	lincRNA	Gm26533
ENSMUSG00000024258	protein_coding	Polr2d
ENSMUSG00000024400	protein_coding	Wdr33
ENSMUSG00000091561	protein_coding	Gm6665
ENSMUSG00000096926	lincRNA	Gm26823
ENSMUSG00000044982	protein_coding	Sft2d3
ENSMUSG00000024395	protein_coding	Lims2
ENSMUSG00000052229	protein_coding	Gpr17
ENSMUSG00000024388	protein_coding	Myo7b
ENSMUSG00000084824	antisense	Gm16344
ENSMUSG00000024384	protein_coding	Iws1
ENSMUSG00000024386	protein_coding	Proc
ENSMUSG00000097363	lincRNA	Gm26717
ENSMUSG00000024383	protein_coding	Map3k2
ENSMUSG00000024382	protein_coding	Ercc3
ENSMUSG00000097413	lincRNA	A830052D11Rik
ENSMUSG00000024381	protein_coding	Bin1
ENSMUSG00000109238	protein_coding	Gm35060
ENSMUSG00000090523	protein_coding	Gypc
ENSMUSG00000097553	lincRNA	4930455D15Rik
ENSMUSG00000024379	protein_coding	Tslp
ENSMUSG00000038299	protein_coding	Wdr36
ENSMUSG00000097710	lincRNA	2310026I22Rik
ENSMUSG00000038128	protein_coding	Camk4
ENSMUSG00000024378	protein_coding	Stard4
ENSMUSG00000042834	protein_coding	Nrep
ENSMUSG00000073610	protein_coding	Gm10549
ENSMUSG00000087590	lincRNA	Epb41l4aos
ENSMUSG00000024376	protein_coding	Epb41l4a
ENSMUSG00000005871	protein_coding	Apc
ENSMUSG00000014504	protein_coding	Srp19
ENSMUSG00000005873	protein_coding	Reep5
